0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,label
0.0,0.0,1.3259734714665683e-06,0.09730511903762817,-0.1113472580909729,-0.104060098528862,0.1037907600402832,-0.2715570330619812,-0.10998895019292831,0.003149271011352539,-0.3878900110721588,-0.10462699830532074,-0.08782416582107544,-0.4842415750026703,-0.08782757818698883,0.13148003816604614,-0.400713175535202,0.013604456558823586,0.08461952209472656,-0.5649242699146271,-0.01195785403251648,0.03682398796081543,-0.6685101389884949,-0.03206229954957962,-0.01011800765991211,-0.7580818086862564,-0.04427364468574524,0.04241836071014404,-0.40493717789649963,0.03945588320493698,0.06255078315734863,-0.5884721279144287,0.0036814892664551735,0.056517958641052246,-0.7007082402706146,-0.024720093235373497,0.051177024841308594,-0.7916459515690804,-0.03257289528846741,-0.04322779178619385,-0.3732611835002899,0.04491468518972397,-0.10138317942619324,-0.48080411553382874,-0.05578115954995155,-0.08266708254814148,-0.36757391691207886,-0.09103798121213913,-0.051608890295028687,-0.29185402393341064,-0.07541860640048981,-0.12441790103912354,-0.323771595954895,0.04397263750433922,-0.17670193314552307,-0.4166456460952759,-0.04196424409747124,-0.15478670597076416,-0.3530741035938263,-0.05854741111397743,-0.12314480543136597,-0.29866254329681396,-0.047114819288253784,r
0.0,0.0,1.1412718095016317e-06,0.09759485721588135,-0.13331443071365356,-0.08196999132633209,0.10618352890014648,-0.2998303174972534,-0.08525200933218002,0.00028401613235473633,-0.41342246532440186,-0.08333301544189453,-0.10700398683547974,-0.4814375638961792,-0.07256033271551132,0.09530085325241089,-0.4101558327674866,0.022023282945156097,0.04116159677505493,-0.5756697654724121,-9.956264693755656e-05,-0.009289145469665527,-0.674506738781929,-0.019263051450252533,-0.05436858534812927,-0.764593631029129,-0.03278558701276779,0.009963572025299072,-0.40855783224105835,0.03581385314464569,0.009113967418670654,-0.5975270867347717,0.0017846649279817939,0.006904959678649902,-0.7052186727523804,-0.025216640904545784,0.007732033729553223,-0.7939801439642906,-0.03563287854194641,-0.07429966330528259,-0.37220966815948486,0.032515376806259155,-0.12941312789916992,-0.4941146671772003,-0.06374528259038925,-0.0968262255191803,-0.37995216250419617,-0.0912175253033638,-0.06222692131996155,-0.2941027283668518,-0.07441243529319763,-0.15764325857162476,-0.31834834814071655,0.024338165298104286,-0.20518866181373596,-0.4228968918323517,-0.056415390223264694,-0.1734316051006317,-0.36099088191986084,-0.06621966511011124,-0.13994759321212769,-0.2982843518257141,-0.052918754518032074,r
0.0,0.0,1.83400254627486e-06,0.11555519700050354,-0.07019710540771484,-0.08247768878936768,0.1740792691707611,-0.2304704189300537,-0.11742620915174484,0.10156705975532532,-0.35100018978118896,-0.14767108857631683,-0.0057239532470703125,-0.4160037338733673,-0.17453664541244507,0.09292778372764587,-0.41100090742111206,-0.06429635733366013,0.1052190363407135,-0.581679105758667,-0.12608763575553894,0.10672023892402649,-0.6920231431722641,-0.16092824935913086,0.10833635926246643,-0.7860789895057678,-0.17697015404701233,-0.0012201666831970215,-0.4043048024177551,-0.06453661620616913,0.020019203424453735,-0.6019755899906158,-0.13646353781223297,0.04796019196510315,-0.7253138870000839,-0.172706738114357,0.06794992089271545,-0.8277451135218143,-0.1812451034784317,-0.08734524250030518,-0.35787075757980347,-0.07357961684465408,-0.0635039210319519,-0.4411107897758484,-0.19224540889263153,-0.011870861053466797,-0.32190364599227905,-0.20410752296447754,0.014082103967666626,-0.22910451889038086,-0.17182202637195587,-0.1684478521347046,-0.28278207778930664,-0.08618047833442688,-0.1241283118724823,-0.3570462465286255,-0.1829257607460022,-0.05661800503730774,-0.2697855830192566,-0.17617441713809967,-0.022575944662094116,-0.19077885150909424,-0.14264151453971863,r
0.0,0.0,1.5049523653942742e-06,0.11627441644668579,-0.12352478504180908,-0.08571745455265045,0.13779735565185547,-0.30410706996917725,-0.10188134014606476,0.037791311740875244,-0.42355549335479736,-0.11452364176511765,-0.0838787853717804,-0.4910542666912079,-0.12109164148569107,0.08559173345565796,-0.46201008558273315,-0.005298330914229155,0.04351729154586792,-0.6326863169670105,-0.04119629040360451,-0.006969094276428223,-0.7447161972522736,-0.07019495964050293,-0.05902820825576782,-0.8464249819517136,-0.09015722572803497,-0.010166466236114502,-0.4560129940509796,0.00026811478892341256,0.0005342960357666016,-0.6513093709945679,-0.04939655214548111,0.0030856728553771973,-0.776632234454155,-0.08297595381736755,-0.003282785415649414,-0.8795951679348946,-0.09500402212142944,-0.10203489661216736,-0.4085647463798523,-0.009096982888877392,-0.13564270734786987,-0.5139667093753815,-0.11813528835773468,-0.08253392577171326,-0.390644907951355,-0.13864706456661224,-0.046437233686447144,-0.29751092195510864,-0.11383972316980362,-0.1892394721508026,-0.3365585207939148,-0.023727430030703545,-0.2084341049194336,-0.43623262643814087,-0.11480831354856491,-0.1510157585144043,-0.35405802726745605,-0.11466324329376221,-0.10793325304985046,-0.27795737981796265,-0.0900634303689003,r
0.0,0.0,1.473563884246687e-06,0.10412931442260742,-0.11397969722747803,-0.08870387822389603,0.12105363607406616,-0.29856449365615845,-0.10744717717170715,0.01590883731842041,-0.41308456659317017,-0.12083785980939865,-0.11265406012535095,-0.4704713225364685,-0.12689228355884552,0.07117277383804321,-0.4548586905002594,-0.013029312714934349,0.02364218235015869,-0.6241190731525421,-0.05846451222896576,-0.03335976600646973,-0.7337405979633331,-0.09267215430736542,-0.0947902500629425,-0.8317966759204865,-0.11458025127649307,-0.024266183376312256,-0.4460493326187134,-0.009713398292660713,-0.0226326584815979,-0.6370986104011536,-0.06948807835578918,-0.02642160654067993,-0.7589770406484604,-0.10763663053512573,-0.04171082377433777,-0.8677356168627739,-0.12058607488870621,-0.11598658561706543,-0.397663950920105,-0.02156379260122776,-0.1531067192554474,-0.4949744939804077,-0.13888536393642426,-0.09373289346694946,-0.36700040102005005,-0.15825194120407104,-0.056886523962020874,-0.28094178438186646,-0.1302410215139389,-0.20259270071983337,-0.3248295187950134,-0.0387677401304245,-0.2224351465702057,-0.4140896797180176,-0.13164561986923218,-0.1650022566318512,-0.32906365394592285,-0.12768898904323578,-0.12669119238853455,-0.26053547859191895,-0.09951671212911606,r
0.0,0.0,1.377112766931532e-06,0.10424184799194336,-0.09748679399490356,-0.07468497008085251,0.12718629837036133,-0.2883152961730957,-0.09385757893323898,0.017323195934295654,-0.414498895406723,-0.10734909027814865,-0.09981739521026611,-0.4917774200439453,-0.11560311913490295,0.11452704668045044,-0.4254719018936157,-0.02898051217198372,0.08452820777893066,-0.5988079607486725,-0.06662311404943466,0.05534195899963379,-0.7062742412090302,-0.0892898216843605,0.025441348552703857,-0.8046454712748528,-0.1058514192700386,0.0227968692779541,-0.41607528924942017,-0.02877446822822094,0.04031115770339966,-0.6199102103710175,-0.07667253166437149,0.06084156036376953,-0.7295671999454498,-0.10049199312925339,0.06865817308425903,-0.8247335031628609,-0.10856124758720398,-0.06349620223045349,-0.3675769567489624,-0.039271868765354156,-0.09344184398651123,-0.5049143433570862,-0.15049238502979279,-0.04924014210700989,-0.3850424289703369,-0.16304107010364532,-0.022698312997817993,-0.2955232262611389,-0.13763932883739471,-0.137954980134964,-0.28852206468582153,-0.0526762530207634,-0.1320403516292572,-0.3784967064857483,-0.1600826531648636,-0.0790286660194397,-0.280281126499176,-0.16490501165390015,-0.050665855407714844,-0.19779783487319946,-0.14401409029960632,r
0.0,0.0,1.384549364047416e-06,0.11254334449768066,-0.10465532541275024,-0.07627455145120621,0.13685119152069092,-0.2963009476661682,-0.0970994085073471,0.025982201099395752,-0.4227979779243469,-0.11299904435873032,-0.08621710538864136,-0.4997703731060028,-0.12392089515924454,0.09648829698562622,-0.42201483249664307,-0.03427537903189659,0.07427984476089478,-0.5928555727005005,-0.07755239307880402,0.046836674213409424,-0.7023240327835083,-0.10138688236474991,0.017313063144683838,-0.8005798310041428,-0.11722131818532944,0.007823944091796875,-0.4112274944782257,-0.03271618112921715,0.021866440773010254,-0.6147798895835876,-0.08738351613283157,0.038246333599090576,-0.7286574691534042,-0.11331071704626083,0.04204905033111572,-0.8249411061406136,-0.12232033908367157,-0.07596072554588318,-0.3640846014022827,-0.04182055592536926,-0.09391653537750244,-0.5005569756031036,-0.15541891753673553,-0.04185768961906433,-0.38966691493988037,-0.16772419214248657,-0.011206865310668945,-0.2988133430480957,-0.14217135310173035,-0.1490010917186737,-0.28940701484680176,-0.053933244198560715,-0.12866204977035522,-0.3795109987258911,-0.15967226028442383,-0.06328719854354858,-0.28985172510147095,-0.1647263616323471,-0.026822179555892944,-0.20650434494018555,-0.14409226179122925,r
0.0,0.0,1.1934446320083225e-06,0.09715771675109863,-0.1295682191848755,-0.11150433868169785,0.09516698122024536,-0.3000986576080322,-0.11470948159694672,-0.014135599136352539,-0.415269136428833,-0.10534316301345825,-0.11687511205673218,-0.5087743699550629,-0.08366312831640244,0.10256463289260864,-0.45433175563812256,0.01890966296195984,0.047356367111206055,-0.6217439472675323,0.0011067624436691403,-0.0028742551803588867,-0.7224332094192505,-0.01504530943930149,-0.04976296424865723,-0.8105481564998627,-0.026043163612484932,0.009557604789733887,-0.448417603969574,0.04935332387685776,0.013267993927001953,-0.634340763092041,0.020923931151628494,0.004398763179779053,-0.7380305826663971,-0.007497134618461132,0.0033344626426696777,-0.8202961310744286,-0.01844177395105362,-0.07892370223999023,-0.40407636761665344,0.05786297842860222,-0.14087563753128052,-0.511433482170105,-0.039190784096717834,-0.11385267972946167,-0.40289294719696045,-0.08503057807683945,-0.075081467628479,-0.3262845277786255,-0.079353928565979,-0.161478191614151,-0.3417983055114746,0.05990517511963844,-0.21790793538093567,-0.4375152885913849,-0.02324824407696724,-0.18919524550437927,-0.3839343190193176,-0.048023663461208344,-0.15174821019172668,-0.3287507891654968,-0.04538649320602417,r
0.0,0.0,1.3875396689400077e-06,0.10302227735519409,-0.1347835659980774,-0.08706589043140411,0.11673605442047119,-0.3012163043022156,-0.10512379556894302,-0.007716834545135498,-0.42112046480178833,-0.11710762977600098,-0.12230783700942993,-0.4908866882324219,-0.12147746980190277,0.08821249008178711,-0.42362576723098755,-0.01450011320412159,0.039615511894226074,-0.5951029360294342,-0.03924458101391792,-0.006532132625579834,-0.6939132660627365,-0.057704757899045944,-0.05290910601615906,-0.7846520617604256,-0.07642705738544464,-0.012125492095947266,-0.4253304898738861,-0.003185889683663845,-0.013805806636810303,-0.6171869039535522,-0.03528779000043869,-0.007426083087921143,-0.7204359322786331,-0.06095825135707855,-0.004430592060089111,-0.8090324401855469,-0.08026126772165298,-0.10387712717056274,-0.3888023793697357,-0.006181713659316301,-0.17003899812698364,-0.5531660616397858,-0.09427157044410706,-0.13561362028121948,-0.47769489884376526,-0.12136414647102356,-0.1017560064792633,-0.3927873373031616,-0.11773015558719635,-0.1916898787021637,-0.32567477226257324,-0.01452880073338747,-0.2328135371208191,-0.45255473256111145,-0.1023760735988617,-0.18667390942573547,-0.4184088706970215,-0.1236209124326706,-0.14285993576049805,-0.3497428297996521,-0.12384676933288574,r
0.0,0.0,1.2919334722027997e-06,0.08953124284744263,-0.12424272298812866,-0.09610892087221146,0.0962224006652832,-0.29472726583480835,-0.09992419928312302,-0.005810201168060303,-0.41182345151901245,-0.09569241851568222,-0.11039158701896667,-0.49404361844062805,-0.08119554817676544,0.0975537896156311,-0.43355315923690796,0.020998138934373856,0.039804041385650635,-0.5982036590576172,0.0036067613400518894,-0.014834046363830566,-0.6979579925537109,-0.012327945791184902,-0.06856667995452881,-0.7854751273989677,-0.02410249039530754,0.005926787853240967,-0.4295841455459595,0.044485051184892654,0.01017063856124878,-0.618012011051178,0.011773932725191116,0.007895886898040771,-0.7302545309066772,-0.01643456146121025,0.006934702396392822,-0.8174217529594898,-0.026675159111618996,-0.07862588763237,-0.38816291093826294,0.049170155078172684,-0.1403672993183136,-0.5037763714790344,-0.04465314373373985,-0.11080470681190491,-0.40168917179107666,-0.08111650496721268,-0.07314461469650269,-0.3199135661125183,-0.07024198770523071,-0.158719003200531,-0.33050012588500977,0.047991134226322174,-0.2144639492034912,-0.4339290261268616,-0.032960742712020874,-0.18612483143806458,-0.38413193821907043,-0.05205555632710457,-0.14871057868003845,-0.32787764072418213,-0.045239731669425964,r
